,text_id,predict_event,pleasantness,goal_relevance,other_responsblt,urgency,self_control,social_norms,hidden_emo_text,emotion,predicted_predict_event,gate_weights_predict_event,predicted_pleasantness,gate_weights_pleasantness,predicted_goal_relevance,gate_weights_goal_relevance,predicted_other_responsblt,gate_weights_other_responsblt,predicted_urgency,gate_weights_urgency,predicted_self_control,gate_weights_self_control,predicted_social_norms,gate_weights_social_norms,emo_predictions
27,2195,2.0,5.0,3.4,1.4,2.8,4.4,1.0,I finished 13th out of 170 in my first half marathon. I didn't expect to do as well as I did.,pride,-0.22933385,0.11564442,-0.58797514,0.19438885,0.19048782,0.15145987,-0.32854664,0.1260403,0.03866659,0.16781014,0.35658157,0.14427076,0.48438495,0.100385614,surprise
28,2198,2.6,4.8,3.0,5.0,3.2,1.0,1.0,England scored in the 2n minute of the Euros final,joy,-0.17102015,0.11449043,-0.72136027,0.20944071,0.12055129,0.14153892,-0.40441895,0.12369743,-0.11969067,0.17463835,0.39215422,0.13356055,0.32814723,0.1026336,surprise
29,220,3.8,1.2,2.8,2.8,3.0,4.2,1.6,"I get extremely ... at work. If fact that is the reason I signed up for prolific in the first place. I work in an office job and there isn't much work to do in the middle of the week. I try and cure the ... by doing surveys, or just chatting with my co-workers, or friends on my phone.",boredom,-0.15430166,0.1028636,-0.5795069,0.19843891,0.24122669,0.14404546,-0.26761186,0.12270086,0.046722665,0.18231262,0.26412684,0.14724565,0.36540812,0.10239291,surprise
30,2210,2.0,4.2,4.2,4.4,2.8,2.4,1.8,I told my parents I was pregnant at the age of 16 and they told me they'd support me and help me with everything I need and always stay by me,relief,-0.18803996,0.10384289,-0.62983966,0.20527652,0.2087208,0.15024343,-0.31907335,0.12938079,-0.11572774,0.17716977,0.31665212,0.13859807,0.44980866,0.09548855,surprise
31,2211,3.6,3.6,3.4,2.0,3.2,3.6,1.2,I asked my partner to do a task for me,trust,-0.27373043,0.11167342,-0.3615678,0.14767054,0.18495955,0.14807521,-0.22542185,0.120256744,0.07490678,0.17785706,0.41107693,0.16313414,0.091639355,0.13133289,surprise
32,2212,3.0,3.8,2.8,3.2,2.0,3.4,1.4,I felt ... when my cat sleeps by me,trust,0.15427534,0.117314205,-0.35266063,0.19582169,0.24073635,0.16139157,-0.0973277,0.11432867,0.1518362,0.14611891,0.35929394,0.13449174,0.61750907,0.1305332,surprise
33,2213,2.4,2.2,4.2,3.0,3.8,2.6,2.4,My manager asked me to take voluntary pay reduction due to COVID. He promised that my pay would return to normal after 3 months and that I would be rewarded for my sacrifice. I ... him and it all worked out well.,trust,-0.18282892,0.11015724,-0.5982073,0.19660185,0.19667181,0.15230264,-0.3523314,0.1269322,0.027894452,0.16850308,0.34836224,0.14154644,0.49129695,0.1039565,surprise
34,2218,4.2,3.8,3.0,1.2,2.6,4.6,1.8,I told my husband a secret.,relief,-0.07515605,0.10825259,-0.4280538,0.16140372,0.19560589,0.1503285,-0.20991202,0.12743874,-0.016036257,0.19375917,0.15955728,0.12876093,0.097487494,0.1300563,surprise
35,2224,2.6,3.8,3.4,4.6,2.2,3.6,1.0,I knew I could rely on a friend on holiday as I have had previous bad experiences with holidays with friends,trust,-0.08715606,0.10277327,-0.51950294,0.17970364,-0.0024346076,0.1409318,-0.14220594,0.12548646,-0.024788678,0.19164202,0.35792536,0.14143464,0.3135242,0.118028164,surprise
36,2225,1.4,1.8,3.4,4.0,2.4,2.6,3.4,I was able to tell my partner about an unwanted sexual experience I had when I was younger,trust,-0.2658726,0.108447164,-0.24085785,0.13869706,0.089149475,0.1238125,-0.10009991,0.11551657,-0.021285757,0.20308654,0.26372913,0.14327455,0.07151431,0.16716558,surprise
37,2226,3.8,3.0,3.8,2.4,3.6,3.8,1.0,working with my financial advisor,boredom,-0.24270248,0.1073974,-0.48748708,0.18644261,0.12495406,0.14692572,-0.28523046,0.13544612,-0.16447476,0.17291662,0.3320712,0.13733184,0.41024327,0.11353968,surprise
38,2227,3.2,3.8,2.4,2.8,2.6,4.2,1.2,because I know people understand me,relief,-0.046882104,0.114762776,-0.31940147,0.14969587,0.06915964,0.15004806,-0.19555348,0.12053658,0.15327002,0.1813587,0.43272606,0.14529772,0.2304446,0.13830027,surprise
39,2228,4.2,3.4,3.4,1.8,4.6,3.8,1.0,"Approaching a large jump on a horse, I ... the horse to safely get us over it.",relief,-0.27965924,0.10784071,-0.69963676,0.19297615,0.19971138,0.13691346,-0.41804042,0.12949355,-0.06612411,0.18612185,0.3362643,0.14363796,0.41434646,0.10301631,surprise
40,2230,1.8,1.6,3.6,2.0,4.6,2.2,1.8,"I felt ... when I got sick mysteriously and puked two days after moving away from home into a dorm, and going to the drop in clinic very very early in the morning and they looked after me even when I was stress-crying and freaked out from puking blood and being in a new place where I knew no one.",fear,-0.12398471,0.09897447,-0.5812935,0.20946535,0.11881797,0.1473294,-0.20163779,0.12111897,-0.07764359,0.18623598,0.35160792,0.13690808,0.38833505,0.09996772,surprise
41,2231,2.6,4.4,2.6,4.2,4.4,3.0,1.2,"My friend demonstrated authenticity in validating my feelings, and also vulnerability in sharing her thoughts with me.",trust,-0.09291087,0.1048271,-0.42711177,0.18165496,-0.025244113,0.13775957,-0.16017024,0.12622537,-0.032881185,0.18812019,0.20335615,0.1396324,0.30546397,0.12178036,surprise
42,224,2.8,1.4,3.0,1.0,2.0,1.4,1.2,waiting for a delayed flight at the airport,boredom,-0.25890735,0.10789035,-0.5565223,0.19380699,0.110402405,0.1402559,-0.38467228,0.13314731,-0.09114337,0.1768453,0.323475,0.14195152,0.38639247,0.10610256,surprise
43,228,2.8,1.6,1.2,2.2,1.4,2.6,1.0,"When I watched WandaVision, everyone said it was worth watching but it was just ... to me",boredom,-0.16855496,0.11370245,-0.6151807,0.19424325,0.14166684,0.1561736,-0.337183,0.12907869,0.019258179,0.15707065,0.33561853,0.14767897,0.5265804,0.10205244,surprise
44,23,1.0,1.0,2.2,4.2,3.6,2.0,3.0,"the side of my car got sideswiped, leaving a lot of damage which cost a lot of money to repair which wasn't my fault.",anger,-0.20435494,0.10684742,-0.53368586,0.18873864,0.07641959,0.1458165,-0.2318233,0.12171468,-0.019025639,0.18450269,0.29794663,0.14532427,0.27905113,0.1070558,surprise
45,230,4.0,2.0,3.2,3.6,3.0,1.8,1.0,I had to complete a couple of hours of e-learning courses for work,boredom,-0.2509796,0.108934924,-0.32942507,0.1555274,0.24524923,0.13596639,0.03708168,0.13040605,0.0059385444,0.173327,0.2215387,0.15514584,0.016254336,0.14069244,surprise
46,249,2.0,1.0,3.6,5.0,3.2,2.0,3.0,someone at work did not do there job properly and didn't care that it impacted severely on other,anger,-0.35316148,0.107415274,-0.1021323,0.15462032,0.035271842,0.1389699,-0.09063797,0.12323595,0.15385328,0.18189794,0.13247684,0.15252772,0.0024781972,0.14133291,surprise
47,253,3.6,1.2,2.0,4.6,1.8,1.0,3.6,i saw the recent news on England fans,disgust,-0.30562767,0.10648354,-0.53561145,0.1910013,0.101695254,0.14399157,-0.27255976,0.12379936,0.11316647,0.18078557,0.34015372,0.14033419,0.25517166,0.11360446,surprise
48,255,3.0,1.4,2.0,1.8,4.8,4.0,1.8,I found some rotten onions in my cupboard that were slimy and smelly and I had to clean it up,disgust,-0.19662918,0.11718422,-0.5761196,0.1861927,0.15920596,0.15422177,-0.335966,0.12621465,0.07429755,0.16162643,0.34027946,0.15073672,0.4535147,0.103823476,surprise
49,256,3.2,1.0,1.6,1.4,4.2,1.2,1.0,"i got the strawberries out of the fridge and they had gone off, exploded and gone furry.",disgust,-0.13985483,0.102112554,-0.30514812,0.17306954,0.022143979,0.14930932,-0.11573538,0.11860655,0.2047794,0.1981977,0.29426324,0.13829824,0.13077733,0.12040607,surprise
50,26,2.6,1.2,3.4,4.2,2.8,2.6,2.2,A person close to me belittled my actions,anger,-0.20282999,0.11568918,-0.5833444,0.19639646,0.15752149,0.15410915,-0.345608,0.12623568,0.01583109,0.15952455,0.35881943,0.14548571,0.51903623,0.10255934,surprise
51,261,1.4,1.6,3.0,4.2,3.6,2.6,3.8,A group of young men following me home.,fear,-0.22081734,0.10669579,-0.30039743,0.16431843,0.064459845,0.14027396,-0.19467856,0.12802795,0.074628785,0.19507052,0.19680275,0.13004498,0.11589003,0.13556837,surprise
52,271,4.0,4.4,4.6,1.8,2.8,2.0,1.0,when i was receiving my a-level grades,relief,-0.3259852,0.1092613,-0.20364049,0.15546256,0.002545137,0.1334991,-0.23156868,0.1205396,0.021813795,0.19049443,0.19508237,0.13986103,0.20887215,0.15088195,surprise
53,272,3.6,2.6,2.6,2.8,2.8,4.2,1.0,when I worked my first shift on my own at my bar job.,fear,-0.23653181,0.10047815,-0.31929985,0.16643831,-0.06250647,0.14570212,-0.10793401,0.122972,0.08564736,0.19826289,0.22020555,0.13755956,0.2118903,0.12858696,surprise
54,276,3.0,1.6,3.2,3.4,3.0,2.0,2.2,when I began working in the acute care unit of a hospital because I thought people would be dying and I wouldn't know how to handle it,fear,-0.27242514,0.106921524,-0.5410262,0.18260963,0.0950259,0.15149996,-0.23429665,0.12649503,0.012906641,0.18416522,0.2554616,0.1397555,0.3695976,0.1085531,surprise
55,280,2.4,1.8,2.8,3.0,2.6,4.0,1.4,I didn't spend more time with my Dad.,sadness,-0.24745741,0.10842351,-0.26873404,0.1707282,0.007543307,0.13888201,-0.10434658,0.11220158,0.12041645,0.20501739,0.22370854,0.13353018,0.15582526,0.13121714,surprise
56,281,2.6,2.0,4.2,4.4,2.8,4.8,3.6,"I went out on a night out and got quite drunk, The co-worker I was out with (alongside others) was the boyfriend of one of my friends. We both were having a great time and ended up kissing. The next morning was horrible and I ended up booking a hotel and staying away for the weekend because I felt so bad and didn't want to be around the local area.",shame,-0.20929171,0.10136486,-0.5519452,0.18717931,0.16087304,0.14741747,-0.24369463,0.1232099,0.054605097,0.19410768,0.34305447,0.14314972,0.30110168,0.10357104,surprise
57,287,4.2,5.0,2.6,4.0,2.8,2.0,1.0,"I felt ... the last time I was at a concert of my favourite band, watching the band walk out on stage felt magical and hearing all my favourite songs live was bliss",joy,-0.18334837,0.10534646,-0.62490714,0.21251155,0.23215906,0.14628229,-0.18819529,0.12711088,-0.0529045,0.17664546,0.33373913,0.13146013,0.5360735,0.100643165,surprise
58,289,3.2,5.0,3.6,4.8,2.2,1.6,1.0,I was gifted a large amount of money,joy,-0.27886328,0.111230485,-0.46823502,0.16223308,0.13930662,0.14853647,-0.21514164,0.12033246,-0.1440972,0.193919,0.3079387,0.13605241,0.1719862,0.12769608,surprise
59,294,2.6,5.0,4.8,2.0,2.8,4.0,1.0,Finding out that I passed my final masters exams with a first (distinction),pride,-0.54740494,0.10987575,-0.2598422,0.1557522,0.26271766,0.13069724,0.00939755,0.1272086,-0.1294168,0.1986554,0.28991836,0.13918354,0.33367747,0.13862728,surprise
60,299,4.4,4.6,2.0,2.6,3.4,3.0,1.0,My dog runs to the car when I come home from work,joy,-0.33287963,0.11198106,-0.7115306,0.1744746,0.20556225,0.15586494,-0.38020194,0.12328191,-0.0065913056,0.17982523,0.4014177,0.15147705,0.44781768,0.103095174,surprise
61,30,3.8,1.2,3.6,5.0,2.6,3.4,4.2,my partner gaslights me to get money from me for alcohol and cannabis,anger,-0.23842071,0.10664393,-0.46512586,0.17486475,-0.028113421,0.14887418,-0.2915704,0.12753992,-0.037506506,0.18662013,0.41459247,0.14181751,0.3631348,0.113639474,surprise
62,31009,2.0,1.0,2.8,4.2,3.4,1.6,1.8,"I felt ... when my grandmother was suffering from dementia, forgot that her husband died, and wanted to die when she found out that he was gone again. She blamed me for lying to her and said I didn't love her.",sadness,-0.24183579,0.11177479,-0.44738227,0.17680159,0.2926557,0.14351213,-0.30457872,0.12705678,-0.0035206531,0.16063932,0.073917955,0.15304646,0.32465684,0.12716897,surprise
63,31015,2.4,1.0,4.0,4.6,3.0,1.6,1.6,I felt ... when my boyfriend didn't text me back in a timely manner. He has moved to another city for college. We used to hang a lot before he left so when we couldn't see each other like how I wanted to it made me feel very .... I want him to myself which I know is selfish now but then it made me ... and brokenhearted. I cried for a few days. I do have relationship anxiety so I think that was a big part of it. I'm okay now I haven't cried about it. We talked it through and I feel better about the situation.,sadness,-0.32891795,0.10957629,-0.44621733,0.16357139,0.21979158,0.1550705,-0.21923928,0.119074106,0.14295274,0.18533233,0.33097064,0.15600652,0.20783697,0.11136889,surprise
64,31021,3.2,3.6,4.6,3.8,2.4,4.0,1.0,I was in a personal relationship,sadness,-0.28798443,0.11146134,-0.59442866,0.16866492,0.108725116,0.14940287,-0.37814137,0.12606159,-0.27063203,0.18903084,0.37547463,0.12828596,0.21954535,0.1270925,surprise
65,31029,1.6,1.0,1.6,2.0,1.8,1.0,1.2,"my pet fish died, and I wasn't there. The person feeding him for me told me.",sadness,-0.1712278,0.10230459,-0.55273134,0.19387624,0.04440183,0.14579219,-0.24503168,0.12332557,0.088996455,0.19047274,0.31118733,0.13984168,0.3860972,0.104386985,surprise
66,31034,2.4,1.0,4.4,2.4,4.4,1.0,1.0,I was notified of my mother's death.,sadness,-0.22279793,0.1083827,-0.3191578,0.15687615,0.2755535,0.13891065,-0.1948886,0.1266124,-0.11403911,0.18921846,0.13979009,0.13265489,0.043129824,0.14734474,surprise
67,31056,2.0,1.2,4.6,3.8,3.6,2.4,1.6,My boyfriend is moving away,sadness,-0.3808309,0.114386335,-0.37381467,0.14890395,0.14198361,0.13940993,-0.24080385,0.11367745,0.13657461,0.2038393,0.3375325,0.140536,0.063681304,0.13924704,surprise
68,31060,2.4,1.0,2.4,2.2,2.2,1.4,1.6,in the uk we were put into a lockdown over Christmas where I thought I would be able to see my family who I hadnt seen in a while and celebrate my 21st birthday,sadness,-0.18835126,0.103264585,-0.5832469,0.20032409,0.17701535,0.15249857,-0.26557505,0.1255327,-0.058263868,0.17822902,0.32872233,0.13851705,0.40082967,0.10163398,surprise
69,31062,2.8,1.4,4.0,2.6,2.8,3.0,1.6,IVF failed,sadness,-0.16960181,0.10858711,-0.52203876,0.18696755,0.07060781,0.14054887,-0.44467047,0.12824205,-0.060335577,0.1760938,0.25956672,0.14950651,0.30103773,0.11005411,surprise
70,31067,3.0,1.2,4.0,2.4,3.4,2.8,1.0,"I felt ... when I visited my great grandmother in the hospital and knew this would be the last time I saw her alive due to her old age and current condition. Death has always been extremely ... to me, and this was my first time experiencing it with a close family member.",sadness,-0.22247526,0.10738975,-0.5708261,0.19500612,0.22541828,0.14248356,-0.24515793,0.12554589,-0.076435715,0.1821477,0.2767611,0.14448436,0.41830945,0.102942586,surprise
71,3107,3.0,1.2,2.2,3.4,2.6,2.4,1.4,my mother made me feel like a child,shame,-0.30629927,0.11064207,-0.25520074,0.15457074,-0.034328025,0.16150571,-0.17428726,0.12129943,0.04990904,0.18859732,0.30340737,0.13510497,0.14507897,0.12827979,surprise
72,31070,2.0,1.0,4.2,3.0,2.8,1.8,1.8,When my grandson died,sadness,-0.22063883,0.111157425,-0.57949007,0.1937725,0.16226251,0.14547575,-0.38077837,0.12460185,-0.15346852,0.17518449,0.3475669,0.14254303,0.4229231,0.107264996,surprise
73,31077,2.4,1.0,3.8,4.8,2.6,1.6,1.6,my friend broke my heart,sadness,-0.3202404,0.11174047,-0.5299892,0.187033,0.012084443,0.14547527,-0.24810095,0.12670945,-0.033468947,0.18337704,0.3653512,0.13648097,0.35300666,0.10918379,surprise
74,31083,1.8,1.0,2.4,3.4,2.2,1.0,1.8,i felt ... when the concert I was supposed to go to got cancelled,sadness,-0.15177299,0.11164247,-0.6161986,0.20137008,0.16798614,0.1559296,-0.34071636,0.12581427,0.03933,0.16246507,0.31531984,0.13875481,0.55181843,0.10402364,surprise
75,31089,3.0,1.0,3.4,1.6,3.8,1.2,1.0,I felt ... because my mother died.,sadness,-0.077637956,0.11480546,-0.40707147,0.22236402,0.26878607,0.15509339,-0.14278811,0.10935584,-0.016889945,0.14086248,0.2943575,0.12777077,0.5830563,0.12974812,surprise
76,31098,2.4,1.0,3.2,1.8,3.0,1.6,1.0,When my dog died,sadness,-0.30957785,0.11426247,-0.437165,0.16356629,0.08346027,0.13892567,-0.17483656,0.11816131,0.10246222,0.19368796,0.27784398,0.13895792,0.25599855,0.13243836,surprise
77,31114,3.8,1.6,3.6,1.4,1.8,3.2,1.4,I felt ... when I graduated high school because I remember that I'm growing up and that means leaving people behind.,sadness,-0.09311418,0.10891533,-0.29299143,0.18992867,0.13540883,0.14678727,0.047597952,0.1166742,-0.016633287,0.16790546,0.01871413,0.13523656,0.17559852,0.13455251,surprise
78,31116,1.2,1.0,3.8,2.6,5.0,1.8,2.2,my house burned down,sadness,-0.38632077,0.102885775,-0.180048,0.15979785,0.075547874,0.14578453,-0.1264119,0.12849472,-0.0705778,0.19807564,0.30733377,0.14254355,0.17086194,0.12241786,surprise
79,31118,2.2,2.2,3.6,2.4,3.4,1.4,1.8,my dad died,sadness,-0.33729514,0.10779494,-0.4023473,0.17017469,0.025673825,0.14843246,-0.16479583,0.12650485,0.05743733,0.19186103,0.29535657,0.13759936,0.36096352,0.11763258,surprise
80,31124,2.8,1.2,2.6,1.4,1.8,3.6,2.4,I felt ... when I saw a video of me being mean to my cousin as a child.,shame,-0.24749407,0.120873034,-0.49356627,0.17611118,0.35372788,0.13735737,-0.20391637,0.11536283,0.0563135,0.16197383,0.028783128,0.14868388,0.47230738,0.13963786,surprise
81,31129,4.2,1.0,4.0,3.6,2.8,2.6,2.6,"I felt ... when I realized how badly I've been treated by others, and that I constantly put myself in crappy situations. I need to learn how to avoid putting myself in those situations because it causes me so much embarrassment.",shame,-0.24865445,0.11430485,-0.6275976,0.19980052,0.17563559,0.14969897,-0.2920405,0.123543344,0.061983034,0.17296158,0.32667306,0.13779671,0.5079437,0.10189402,surprise
82,3113,1.2,1.0,2.0,5.0,4.6,1.8,3.8,I felt ... when another driver pulled out Infront of me on a very dangerous road and almost caused me to crash,anger,-0.27502432,0.10557907,-0.61516595,0.18773384,0.13559838,0.14741023,-0.15442678,0.12538697,-0.03069733,0.17474927,0.22433034,0.1523471,0.3866344,0.10679353,surprise
83,31141,4.0,1.0,3.0,2.4,3.2,2.6,1.6,I couldn't afford a bill.,shame,-0.13833854,0.104601175,-0.5890917,0.19050577,0.12259264,0.1491946,-0.2952516,0.12396349,-0.088973835,0.18792076,0.3177808,0.13597882,0.36777955,0.10783541,surprise
84,31143,2.0,1.8,2.6,3.8,4.4,2.8,3.6,my daughter got very ill from eating a tiny drop of laundry detergent that i'd spilt and I had to take her to A&E,boredom,-0.325891,0.10705293,-0.43202063,0.15753508,0.12892659,0.1598439,-0.14824073,0.12324156,0.004746541,0.17761207,0.32987353,0.15817122,0.19656631,0.116543226,surprise
85,31145,2.6,1.0,4.2,2.6,3.4,3.2,4.2,I was totally wrong when testifying in court to an event,guilt,-0.16716889,0.114484526,-0.5942933,0.19692582,0.15450482,0.1567687,-0.3482821,0.12619561,-0.005709239,0.15980712,0.35799718,0.14288124,0.5602549,0.10293696,surprise
86,31146,1.8,1.4,2.0,2.2,2.2,2.6,2.4,sent my daughter to school in uniform but it was dress up day,guilt,-0.17935883,0.104536705,-0.21623223,0.14927515,0.1503787,0.1401788,-0.002510706,0.12087356,0.1252323,0.19474126,0.040695727,0.14212944,0.07637101,0.14826505,surprise
